samples,features,estimators,accuracy,precision,f1-score,time
0.75,4,31,0.9993737406741818,0.9993737452730665,0.9993737420780727,0.7360007762908936
0.75,4,51,0.9993737406741818,0.9993737469145709,0.9993737395732444,1.2470009326934814
0.75,4,75,0.9994463504510882,0.9994463518109956,0.9994463509639223,1.790999174118042
0.75,4,99,0.999410045562635,0.9994100486368708,0.9994100454919946,2.321000576019287
0.75,5,3,0.9989562344569697,0.9989562601102985,0.9989562368025001,0.08900046348571777
0.75,5,5,0.9993011308972753,0.9993011843382519,0.9993011264029609,0.1540062427520752
0.75,5,7,0.9994191217847483,0.9994191455134531,0.999419123009121,0.17799973487854004
0.75,5,11,0.9993646644520685,0.9993646642813252,0.999364663867465,0.28799986839294434
0.75,5,21,0.999382816896295,0.9993828206994719,0.9993828167377253,0.5049993991851807
0.75,5,31,0.9993192833415019,0.9993192844923133,0.9993192830213634,0.7320005893707275
0.75,5,51,0.999410045562635,0.9994100468040545,0.9994100457638286,1.0380029678344727
0.75,5,75,0.9994281980068617,0.9994282001677453,0.9994281986678084,1.5379974842071533
0.75,5,99,0.9994372742289749,0.9994372756103841,0.999437274251205,2.3120005130767822
0.75,6,3,0.9989562344569697,0.9989562714416027,0.9989562313817353,0.09000706672668457
0.75,6,5,0.9992557497867088,0.9992557588260844,0.9992557471061453,0.15100383758544922
0.75,6,7,0.9993465120078419,0.9993465133728572,0.9993465112953009,0.17999577522277832
0.75,6,11,0.9993374357857285,0.9993374447718999,0.999337437618919,0.27100443840026855
0.75,6,21,0.9994191217847483,0.999419124729072,0.9994191228374206,0.5019991397857666
0.75,6,31,0.9994372742289749,0.9994372749574646,0.9994372739247854,0.6339936256408691
0.75,6,51,0.9993555882299552,0.9993555996303634,0.9993555897089157,1.2000041007995605
0.75,6,75,0.9994281980068617,0.9994281986011153,0.99942819710974,1.8149991035461426
0.75,6,99,0.9994372742289749,0.9994372817274592,0.9994372763827886,2.2880032062530518
0.75,7,3,0.9990197680117627,0.9990197764218495,0.9990197618166031,0.08900642395019531
0.75,7,5,0.9992012924540289,0.9992012990564832,0.9992012891232097,0.1360011100769043
0.75,7,7,0.9993465120078419,0.9993465142834431,0.9993465116416995,0.17800045013427734
0.75,7,11,0.9993283595636152,0.9993283649634649,0.9993283611550708,0.27899956703186035
0.75,7,21,0.9994191217847483,0.9994191220569735,0.9994191210252136,0.4429938793182373
0.75,7,31,0.9993374357857285,0.999337441154672,0.999337437075254,0.6590049266815186
0.75,7,51,0.9994009693405217,0.9994009773899165,0.9994009705708189,1.0949993133544922
0.75,7,75,0.9993555882299552,0.9993555903416121,0.9993555880397017,1.7229952812194824
0.75,7,99,0.9994281980068617,0.999428203536979,0.9994281998763318,2.0460023880004883
0.75,8,3,0.9989743869011962,0.9989743875420753,0.9989743862151453,0.07799935340881348
0.75,8,5,0.9991105302328959,0.9991105575711218,0.9991105307420836,0.136000394821167
0.75,8,7,0.999292054675162,0.9992920590049674,0.9992920561716931,0.221998929977417
0.75,8,11,0.9993283595636152,0.9993283717938137,0.9993283606994807,0.2709989547729492
0.75,8,21,0.999382816896295,0.9993828217835279,0.9993828166797964,0.4429962635040283
0.75,8,31,0.999410045562635,0.9994100457152565,0.999410044577579,0.6489977836608887
0.75,8,51,0.9993918931184084,0.9993918931184084,0.9993918931184084,1.1960039138793945
0.75,8,75,0.9994191217847483,0.9994191299097099,0.9994191218198624,1.7370038032531738
0.75,8,99,0.9994554266732015,0.9994554276966298,0.9994554267373931,2.097990036010742
1.0,1,3,0.9989199295685164,0.9989199685678095,0.9989199352233248,0.09199404716491699
1.0,1,5,0.999264826008822,0.9992648311959387,0.9992648258055052,0.16700053215026855
1.0,1,7,0.9991831400098024,0.9991831469684659,0.9991831365202498,0.20499587059020996
1.0,1,11,0.999382816896295,0.9993828322024986,0.9993828149971218,0.34000611305236816
1.0,1,21,0.9994009693405217,0.9994009693257783,0.9994009688338633,0.6260044574737549
1.0,1,31,0.9994191217847483,0.9994191234352592,0.9994191221106856,0.9280047416687012
1.0,1,51,0.9993918931184084,0.9993918993789435,0.9993918940329238,1.3590037822723389
1.0,1,75,0.999382816896295,0.9993828155442835,0.9993828153246378,2.0439929962158203
1.0,1,99,0.9993374357857285,0.9993374358007164,0.9993374356261299,2.9849965572357178
1.0,2,3,0.9990833015665559,0.9990833017262704,0.9990832976125807,0.09899592399597168
1.0,2,5,0.9992557497867088,0.9992557622504522,0.9992557460336124,0.1639997959136963
1.0,2,7,0.9993374357857285,0.9993374417037462,0.9993374355870953,0.21900057792663574
1.0,2,11,0.9994009693405217,0.9994009763369508,0.9994009706149628,0.2819974422454834
1.0,2,21,0.9994281980068617,0.999428201288342,0.9994281989791282,0.6060101985931396
1.0,2,31,0.9994281980068617,0.9994282199206407,0.9994281983207647,0.8750059604644775
1.0,2,51,0.999382816896295,0.999382827192605,0.9993828174464053,1.415001392364502
1.0,2,75,0.9994281980068617,0.9994282018569395,0.9994281983239628,2.054002285003662
1.0,2,99,0.9994191217847483,0.9994191305973704,0.9994191236728482,2.691006660461426
1.0,3,3,0.9990106917896495,0.9990107500534222,0.9990106997628633,0.09299898147583008
1.0,3,5,0.9992285211203689,0.9992285410031272,0.9992285229136207,0.13900351524353027
1.0,3,7,0.9993011308972753,0.9993011377859177,0.999301131012898,0.18399500846862793
1.0,3,11,0.9993374357857285,0.9993374420770832,0.9993374342660666,0.24599862098693848
1.0,3,21,0.9993283595636152,0.9993283616788751,0.9993283578243861,0.5229990482330322
1.0,3,31,0.9994735791174282,0.9994735856904821,0.9994735793274174,0.6789941787719727
1.0,3,51,0.9994191217847483,0.9994191216597003,0.9994191215837533,1.1730000972747803
1.0,3,75,0.9994554266732015,0.9994554287073366,0.9994554266833426,1.9771175384521484
1.0,3,99,0.999410045562635,0.999410045810506,0.9994100441826217,2.4200029373168945
1.0,4,3,0.9991196064550092,0.9991196323244862,0.9991196141057165,0.08899855613708496
1.0,4,5,0.999146835121349,0.9991468399504484,0.9991468344603084,0.137009859085083
1.0,4,7,0.9993737406741818,0.999373745010244,0.9993737423430362,0.18200993537902832
1.0,4,11,0.9993465120078419,0.999346517988943,0.9993465097069724,0.2780036926269531
1.0,4,21,0.9994645028953149,0.9994645050278437,0.9994645023536026,0.5100014209747314
1.0,4,31,0.9993555882299552,0.9993555998637874,0.9993555891771899,0.6539995670318604
1.0,4,51,0.9995098840058814,0.999509887651219,0.9995098844940732,1.0499958992004395
1.0,4,75,0.9994463504510882,0.999446351142157,0.9994463506295052,1.7840073108673096
1.0,4,99,0.9994372742289749,0.9994372742835392,0.9994372731948534,2.1690051555633545
1.0,5,3,0.9992285211203689,0.9992285449252595,0.9992285208786089,0.076995849609375
1.0,5,5,0.9994009693405217,0.9994009762133912,0.9994009661074992,0.14000654220581055
1.0,5,7,0.9992829784530487,0.9992829869987927,0.9992829781298354,0.1810009479522705
1.0,5,11,0.9993555882299552,0.9993556213258211,0.9993555886705975,0.27199506759643555
1.0,5,21,0.9994463504510882,0.9994463566117746,0.9994463505290382,0.5069992542266846
1.0,5,31,0.9994645028953149,0.9994645007897859,0.9994645009468361,0.639998197555542
1.0,5,51,0.9993918931184084,0.9993918926100949,0.9993918919685806,1.200000286102295
1.0,5,75,0.9994281980068617,0.999428199654403,0.9994281978236561,1.7630083560943604
1.0,5,99,0.9994645028953149,0.9994645027654404,0.9994645023828381,2.247006893157959
1.0,6,3,0.9991196064550092,0.9991196182856175,0.9991196090200032,0.0920100212097168
1.0,6,5,0.9992285211203689,0.9992285253907701,0.9992285202538109,0.12199831008911133
1.0,6,7,0.9993374357857285,0.9993374479589962,0.999337433810792,0.15599560737609863
1.0,6,11,0.9993555882299552,0.9993555946357181,0.9993555889142951,0.2789955139160156
1.0,6,21,0.9993918931184084,0.9993918953832629,0.9993918937515212,0.503000020980835
1.0,6,31,0.9994826553395415,0.9994826622092995,0.9994826562560089,0.7349958419799805
1.0,6,51,0.9994191217847483,0.999419122607972,0.999419121776865,1.0479953289031982
1.0,6,75,0.9994554266732015,0.9994554284734971,0.9994554259654899,1.553999662399292
1.0,6,99,0.9994372742289749,0.9994372742705059,0.9994372741112687,2.331001043319702
1.0,7,3,0.9991559113434624,0.9991559365143916,0.9991559070481609,0.08800530433654785
1.0,7,5,0.9993192833415019,0.999319299563828,0.9993192852105193,0.11399412155151367
1.0,7,7,0.999292054675162,0.9992920596205543,0.9992920535617192,0.18000292778015137
1.0,7,11,0.999382816896295,0.9993828181479365,0.9993828174102483,0.2839927673339844
1.0,7,21,0.9994372742289749,0.9994372761212879,0.9994372738407429,0.5180087089538574
1.0,7,31,0.9994281980068617,0.999428198185672,0.999428197984387,0.7570013999938965
1.0,7,51,0.999382816896295,0.9993828165383642,0.9993828156559841,1.1480052471160889
1.0,7,75,0.9994826553395415,0.9994826564826921,0.9994826543153382,1.7529947757720947
1.0,7,99,0.9994735791174282,0.9994735825429591,0.9994735797216133,2.2670092582702637
1.0,8,3,0.9991831400098024,0.9991831652099211,0.9991831394894496,0.08800148963928223
1.0,8,5,0.9993374357857285,0.9993374361716459,0.999337435479472,0.13400554656982422
1.0,8,7,0.9993192833415019,0.9993192941248626,0.9993192857236385,0.15499448776245117
1.0,8,11,0.9993737406741818,0.99937375280404,0.9993737411590666,0.2770059108734131
1.0,8,21,0.9993737406741818,0.9993737402314997,0.999373739344464,0.5020103454589844
1.0,8,31,0.9993918931184084,0.9993918968754315,0.9993918939356046,0.7420005798339844
1.0,8,51,0.999410045562635,0.9994100509865693,0.9994100452647537,1.1820008754730225
1.0,8,75,0.9994372742289749,0.9994372815523852,0.9994372748883239,1.749079942703247
1.0,8,99,0.9994463504510882,0.999446351605842,0.9994463489909272,2.120999813079834
